sep=,
//Automation Builder IO Mappings Export V1.0
//Important: change only first and fourth column in Excel
*Variable,Channel name,Data type,*Description,Terminal,Device name,Device type,Device path,Parameter ID,Device Guid,
iC_TLS_Ram1_S2,Digital input I12,BOOL,-A3_2:2.4 I12 : =S2+T-S1-1 Trim/List/Skew Ram 1 Select Command S2,="2.4",S2AA3_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte1.Digital_Input_I12,4af80cc5-ab2a-4720-95bb-6c795c28fe85,
iC_TLS_Ram3_S2,Digital input I13,BOOL,-A3_2:2.5 I13 : =S2+T-S1-3 Trim/List/Skew Ram 3 Select Command S2,="2.5",S2AA3_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte1.Digital_Input_I13,4af80cc5-ab2a-4720-95bb-6c795c28fe85,
iC_InchingDown_S2,Digital input I14,BOOL,-A3_2:2.6 I14 : =S2+H-S3 Inching Down Command S2,="2.6",S2AA3_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte1.Digital_Input_I14,4af80cc5-ab2a-4720-95bb-6c795c28fe85,
iLS_40Ft,Digital input I15,BOOL,-A3_2:2.7 I15 : =S2+S-X2:S125 40 ft. signal,="2.7",S2AA3_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte1.Digital_Input_I15,4af80cc5-ab2a-4720-95bb-6c795c28fe85,
,Digital inputs I16 - I23,BYTE,,,S2AA3_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte2,4af80cc5-ab2a-4720-95bb-6c795c28fe85,
iLS_LandedFL,Digital input I16,BOOL,-A3_2:3.0 I16 : =S2+S-X2:S113 Landed FL signal,="3.0",S2AA3_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte2.Digital_Input_I16,4af80cc5-ab2a-4720-95bb-6c795c28fe85,
iLS_LandedBR,Digital input I17,BOOL,-A3_2:3.1 I17 : =S2+S-X2:S115 Landed BR signal,="3.1",S2AA3_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte2.Digital_Input_I17,4af80cc5-ab2a-4720-95bb-6c795c28fe85,
iC_InchingOn_S2,Digital input I18,BOOL,-A3_2:3.2 I18 : =S2+H-S1 Inching On Command S2,="3.2",S2AA3_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte2.Digital_Input_I18,4af80cc5-ab2a-4720-95bb-6c795c28fe85,
iSpreaderPluggedIn,Digital input I19,BOOL,-A3_2:3.3 I19 : =S2+S-X2:S133 Spreader Plugged In,="3.3",S2AA3_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte2.Digital_Input_I19,4af80cc5-ab2a-4720-95bb-6c795c28fe85,
iLS_LandedFR,Digital input I20,BOOL,-A3_2:3.4 I20 : =S2+S-X2:S114 Landed FR signal,="3.4",S2AA3_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte2.Digital_Input_I20,4af80cc5-ab2a-4720-95bb-6c795c28fe85,
iLS_LandedBL,Digital input I21,BOOL,-A3_2:3.5 I21 : =S2+S-X2:S116 Landed BL signal,="3.5",S2AA3_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte2.Digital_Input_I21,4af80cc5-ab2a-4720-95bb-6c795c28fe85,
iC_InchingUp_S2,Digital input I22,BOOL,-A3_2:3.6 I22 : =S2+H-S2 Inching Up Command S2,="3.6",S2AA3_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte2.Digital_Input_I22,4af80cc5-ab2a-4720-95bb-6c795c28fe85,
iSpare_A3_2_I23,Digital input I23,BOOL,-A3_2:3.7 I23 : =S2+S-X2:S117 Spare Input Prewired,="3.7",S2AA3_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte2.Digital_Input_I23,4af80cc5-ab2a-4720-95bb-6c795c28fe85,
,Digital inputs I24 - I31,BYTE,,,S2AA3_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte3,4af80cc5-ab2a-4720-95bb-6c795c28fe85,
iSpare_A3_2_I24,Digital input I24,BOOL,-A3_2:4.0 I24 : =S2+S-X2:S119 Spare Input Prewired,="4.0",S2AA3_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte3.Digital_Input_I24,4af80cc5-ab2a-4720-95bb-6c795c28fe85,
iLS_20Ft,Digital input I25,BOOL,-A3_2:4.1 I25 : =S2+S-X2:S123 20 ft. signal,="4.1",S2AA3_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte3.Digital_Input_I25,4af80cc5-ab2a-4720-95bb-6c795c28fe85,
iLS_TrolleyBrake1_Open,Digital input I26,BOOL,-A3_2:4.2 I26 : =K+K-M1 Trolley Brake 1 Open Limitswitch,="4.2",S2AA3_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte3.Digital_Input_I26,4af80cc5-ab2a-4720-95bb-6c795c28fe85,
iSpare_A3_2_I27,Digital input I27,BOOL,-A3_2:4.3 I27 : =S2+S-X2:S118 Spare Input Prewired,="4.3",S2AA3_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte3.Digital_Input_I27,4af80cc5-ab2a-4720-95bb-6c795c28fe85,
iSpare_A3_2_I28,Digital input I28,BOOL,-A3_2:4.4 I28 : =S2+S-X2:S120 Spare Input Prewired,="4.4",S2AA3_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte3.Digital_Input_I28,4af80cc5-ab2a-4720-95bb-6c795c28fe85,
iLS_30Ft,Digital input I29,BOOL,-A3_2:4.5 I29 : =S2+S-X2:S124 30 ft. signal,="4.5",S2AA3_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte3.Digital_Input_I29,4af80cc5-ab2a-4720-95bb-6c795c28fe85,
iLS_TrolleyBrake2_Open,Digital input I30,BOOL,-A3_2:4.6 I30 : =K+K-M2 Trolley Brake 2 Open Limitswitch,="4.6",S2AA3_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte3.Digital_Input_I30,4af80cc5-ab2a-4720-95bb-6c795c28fe85,
iHoistGearboxVibration,Digital input I31,BOOL,-A3_2:4.7 I31 : =H+M-B1 Hoist Gearbox Vibration,="4.7",S2AA3_2,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte3.Digital_Input_I31,4af80cc5-ab2a-4720-95bb-6c795c28fe85,
//S2AA3_3 (AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3)
,Digital inputs I0 - I31,DWORD,,,S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Typ_DWord,b696555e-25a1-4899-9b5e-b5b3e6244f21,
,Digital inputs I0 - I15,WORD,,,S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Words.Word0,b696555e-25a1-4899-9b5e-b5b3e6244f21,
,Digital inputs I16 - I31,WORD,,,S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Words.Word1,b696555e-25a1-4899-9b5e-b5b3e6244f21,
,Digital inputs I0 - I7,BYTE,,,S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte0,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iSpare_A3_3_I0,Digital input I0,BOOL,-A3_3:1.0  I0 :   Spare Input Prewired,="1.0",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte0.Digital_Input_I0,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iSpare_A3_3_I1,Digital input I1,BOOL,-A3_3:1.1  I1 :   Spare Input Prewired,="1.1",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte0.Digital_Input_I1,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iSpare_A3_3_I2,Digital input I2,BOOL,-A3_3:1.2  I2 :   Spare Input Prewired,="1.2",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte0.Digital_Input_I2,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iSpare_A3_3_I3,Digital input I3,BOOL,-A3_3:1.3  I3 :   Spare Input Prewired,="1.3",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte0.Digital_Input_I3,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iTLS_TankThermalSw,Digital input I4,BOOL,-A3_3:1.4  I4 : =K+T-M1 Trim/List/Skew Tank Thermal Switch,="1.4",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte0.Digital_Input_I4,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iSpare_A3_3_I5,Digital input I5,BOOL,-A3_3:1.5  I5 :   Spare Input Prewired,="1.5",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte0.Digital_Input_I5,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iSpare_A3_3_I6,Digital input I6,BOOL,-A3_3:1.6  I6 :   Spare Input Prewired,="1.6",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte0.Digital_Input_I6,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iSpare_A3_3_I7,Digital input I7,BOOL,-A3_3:1.7  I7 :   Spare Input Prewired,="1.7",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte0.Digital_Input_I7,b696555e-25a1-4899-9b5e-b5b3e6244f21,
,Digital inputs I8 - I15,BYTE,,,S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte1,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iSpare_A3_3_I8,Digital input I8,BOOL,-A3_3:2.0  I8 : =S2+A-X2.S146  Spare Input Prewired,="2.0",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte1.Digital_Input_I8,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iC_GateReset,Digital input I9,BOOL,-A3_3:2.1  I9 : =K+K-S7 Gate Reset command (outside Cabin),="2.1",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte1.Digital_Input_I9,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iSpare_A3_3_I10,Digital input I10,BOOL,-A3_3:2.2 I10 : =S2+A-X2.S147  Spare Input Prewired,="2.2",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte1.Digital_Input_I10,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iSpare_A3_3_I11,Digital input I11,BOOL,-A3_3:2.3 I11 : =S2+A-F7  Spare Input Prewired,="2.3",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte1.Digital_Input_I11,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iLS_TL_UnlockedFL,Digital input I12,BOOL,-A3_3:2.4 I12 : =S2+S-X2:S109 Twistlock FL Unlocked signal,="2.4",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte1.Digital_Input_I12,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iLS_TL_UnlockedFR,Digital input I13,BOOL,-A3_3:2.5 I13 : =S2+S-X2:S110 Twistlock FR Unlocked signal,="2.5",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte1.Digital_Input_I13,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iLS_TL_UnlockedBR,Digital input I14,BOOL,-A3_3:2.6 I14 : =S2+S-X2:S111 Twistlock BR Unlocked signal,="2.6",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte1.Digital_Input_I14,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iLS_TL_UnlockedBL,Digital input I15,BOOL,-A3_3:2.7 I15 : =S2+S-X2:S112 Twistlock BL Unlocked signal,="2.7",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte1.Digital_Input_I15,b696555e-25a1-4899-9b5e-b5b3e6244f21,
,Digital inputs I16 - I23,BYTE,,,S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte2,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iLS_TL_LockedFL,Digital input I16,BOOL,-A3_3:3.0 I16 : =S2+S-X2:S126 Twistlock FL Locked signal,="3.0",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte2.Digital_Input_I16,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iLS_TL_LockedFR,Digital input I17,BOOL,-A3_3:3.1 I17 : =S2+S-X2:S127 Twistlock BR Locked signal,="3.1",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte2.Digital_Input_I17,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iLS_TL_LockedBR,Digital input I18,BOOL,-A3_3:3.2 I18 : =S2+S-X2:S128 Twistlock BR Locked signal,="3.2",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte2.Digital_Input_I18,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iLS_TL_LockedBL,Digital input I19,BOOL,-A3_3:3.3 I19 : =S2+S-X2:S129 Twistlock BL Locked signal,="3.3",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte2.Digital_Input_I19,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iLS_45Ft,Digital input I20,BOOL,-A3_3:3.4 I20 : =S2+S-X2:S130 45 ft. Signal,="3.4",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte2.Digital_Input_I20,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iQ_CoolingSystemHoistgear,Digital input I21,BOOL,-A3_3:3.5 I21 : =S2+H-Q4 Cooling System Hoistgear CB,="3.5",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte2.Digital_Input_I21,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iSpare_A3_3_I22,Digital input I22,BOOL,-A3_3:3.6 I22 :   Spare Input Prewired,="3.6",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte2.Digital_Input_I22,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iSpare_A3_3_I23,Digital input I23,BOOL,-A3_3:3.7 I23 :   Spare Input Prewired,="3.7",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte2.Digital_Input_I23,b696555e-25a1-4899-9b5e-b5b3e6244f21,
,Digital inputs I24 - I31,BYTE,,,S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte3,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iSpare_A3_3_I24,Digital input I24,BOOL,-A3_3:4.0 I24 : =G+A-BG11  Spare Input Prewired,="4.0",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte3.Digital_Input_I24,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iSpare_A3_3_I25,Digital input I25,BOOL,-A3_3:4.1 I25 : =G+A-BG12  Spare Input Prewired,="4.1",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte3.Digital_Input_I25,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iSpare_A3_3_I26,Digital input I26,BOOL,-A3_3:4.2 I26 : =G+A-BG12  Spare Input Prewired,="4.2",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte3.Digital_Input_I26,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iSpare_A3_3_I27,Digital input I27,BOOL,-A3_3:4.3 I27 : =G+A-BG12  Spare Input Prewired,="4.3",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte3.Digital_Input_I27,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iSpare_A3_3_I28,Digital input I28,BOOL,-A3_3:4.4 I28 : =G+A-BG12  Spare Input Prewired,="4.4",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte3.Digital_Input_I28,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iSpare_A3_3_I29,Digital input I29,BOOL,-A3_3:4.5 I29 : =G+A-BG12  Spare Input Prewired,="4.5",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte3.Digital_Input_I29,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iSpare_A3_3_I30,Digital input I30,BOOL,-A3_3:4.6 I30 : =G+A-BG12  Spare Input Prewired,="4.6",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte3.Digital_Input_I30,b696555e-25a1-4899-9b5e-b5b3e6244f21,
iF_SupplyStackScanner2,Digital input I31,BOOL,-A3_3:4.7 I31 : =S2+A-F63 Supply Stack Profiling Scanner 2,="4.7",S2AA3_3,DI524,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Bytes.Byte3.Digital_Input_I31,b696555e-25a1-4899-9b5e-b5b3e6244f21,
//S2AA3_4 (AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3)
iA_SpareA3_4_I0,Analog input I0+,INT,-A3_4:2.0 I0+ :  Spare input Prewired,="2.0",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7500,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
,Digital input I0+,BOOL,,="2.0",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7500.Digital_Input_I0,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
iA_SpareA3_4_I1,Analog input I1+,INT,-A3_4:2.1 I1+ :  Spare input Prewired,="2.1",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7501,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
,Digital input I1+,BOOL,,="2.1",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7501.Digital_Input_I1,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
iA_SpareA3_4_I2,Analog input I2+,INT,-A3_4:2.2 I2+ :  Spare input Prewired,="2.2",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7502,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
,Digital input I2+,BOOL,,="2.2",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7502.Digital_Input_I2,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
iA_HoistGearbox1Temp,Analog input I3+,INT,-A3_4:2.3 I3+ : =K+H-P1 Hoist Gearbox 1 Temperature,="2.3",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7503,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
,Digital input I3+,BOOL,,="2.3",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7503.Digital_Input_I3,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
iA_HoistGearbox1Vibration,Analog input I4+,INT,-A3_4:2.4 I4+ : =K+H-B1 Hoist Gearbox 1 Vibration,="2.4",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7504,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
,Digital input I4+,BOOL,,="2.4",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7504.Digital_Input_I4,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
iA_Hoist1MotorTemp1,Analog input I5+,INT,-A3_4:2.5 I5+ : =K+H-P2 Hoist 1 Motor Temperature 1,="2.5",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7505,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
,Digital input I5+,BOOL,,="2.5",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7505.Digital_Input_I5,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
iA_Hoist1MotorTemp2,Analog input I6+,INT,-A3_4:2.6 I6+ : =K+H-P3 Hoist 1 Motor Temperature 2,="2.6",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7506,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
,Digital input I6+,BOOL,,="2.6",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7506.Digital_Input_I6,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
iA_Hoist1MotorTemp3,Analog input I7+,INT,-A3_4:2.7 I7+ : =K+H-P4 Hoist 1 Motor Temperature 3,="2.7",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7507,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
,Digital input I7+,BOOL,,="2.7",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7507.Digital_Input_I7,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
,Analog input I8+,INT,,="4.0",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7508,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
,Digital input I8+,BOOL,,="4.0",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7508.Digital_Input_I8,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
,Analog input I9+,INT,,="4.1",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7509,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
,Digital input I9+,BOOL,,="4.1",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7509.Digital_Input_I9,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
,Analog input I10+,INT,,="4.2",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7510,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
,Digital input I10+,BOOL,,="4.2",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7510.Digital_Input_I10,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
,Analog input I11+,INT,,="4.3",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7511,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
,Digital input I11+,BOOL,,="4.3",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7511.Digital_Input_I11,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
,Analog input I12+,INT,,="4.4",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7512,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
