sep=,
//Automation Builder IO Mappings Export V1.0
//Important: change only first and fourth column in Excel
*Variable,Channel name,Data type,*Description,Terminal,Device name,Device type,Device path,Parameter ID,Device Guid,
,Digital input I12+,BOOL,,="4.4",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7512.Digital_Input_I12,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
,Analog input I13+,INT,,="4.5",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7513,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
,Digital input I13+,BOOL,,="4.5",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7513.Digital_Input_I13,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
,Analog input I14+,INT,,="4.6",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7514,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
,Digital input I14+,BOOL,,="4.6",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7514.Digital_Input_I14,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
,Analog input I15+,INT,,="4.7",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7515,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
,Digital input I15+,BOOL,,="4.7",S2AA3_4,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7515.Digital_Input_I15,5b896cc4-9205-45c4-b39a-b6e640ab94fc,
//S2AA3_5 (AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3)
iA_TLS_PotiRam1,Analog input I0+,INT,-A3_5:2.0 I0+ : =K+T-R1 Trim/List/Skew Ram 1 Potentiometer Value,="2.0",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7500,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
,Digital input I0+,BOOL,,="2.0",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7500.Digital_Input_I0,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
iA_TLS_PotiRam2,Analog input I1+,INT,-A3_5:2.1 I1+ : =K+T-R2 Trim/List/Skew Ram 2 Potentiometer Value,="2.1",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7501,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
,Digital input I1+,BOOL,,="2.1",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7501.Digital_Input_I1,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
iA_TLS_PotiRam3,Analog input I2+,INT,-A3_5:2.2 I2+ : =K+T-R3 Trim/List/Skew Ram 3 Potentiometer Value,="2.2",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7502,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
,Digital input I2+,BOOL,,="2.2",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7502.Digital_Input_I2,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
iA_TLS_PotiRam4,Analog input I3+,INT,-A3_5:2.3 I3+ : =K+T-R4 Trim/List/Skew Ram 4 Potentiometer Value,="2.3",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7503,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
,Digital input I3+,BOOL,,="2.3",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7503.Digital_Input_I3,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
iA_Loadmeasurement,Analog input I4+,INT,-A3_5:2.4 I4+ : =C+A-D1 Analogvalue Load,="2.4",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7504,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
,Digital input I4+,BOOL,,="2.4",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7504.Digital_Input_I4,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
iA_HoistPoti,Analog input I5+,INT,-A3_5:2.5 I5+ : =K+H-R10 Hoist Drum Potentiometer Value,="2.5",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7505,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
,Digital input I5+,BOOL,,="2.5",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7505.Digital_Input_I5,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
,Analog input I6+,INT,,="2.6",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7506,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
,Digital input I6+,BOOL,,="2.6",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7506.Digital_Input_I6,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
,Analog input I7+,INT,,="2.7",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7507,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
,Digital input I7+,BOOL,,="2.7",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7507.Digital_Input_I7,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
,Analog input I8+,INT,,="4.0",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7508,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
,Digital input I8+,BOOL,,="4.0",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7508.Digital_Input_I8,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
,Analog input I9+,INT,,="4.1",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7509,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
,Digital input I9+,BOOL,,="4.1",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7509.Digital_Input_I9,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
,Analog input I10+,INT,,="4.2",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7510,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
,Digital input I10+,BOOL,,="4.2",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7510.Digital_Input_I10,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
,Analog input I11+,INT,,="4.3",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7511,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
,Digital input I11+,BOOL,,="4.3",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7511.Digital_Input_I11,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
,Analog input I12+,INT,,="4.4",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7512,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
,Digital input I12+,BOOL,,="4.4",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7512.Digital_Input_I12,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
,Analog input I13+,INT,,="4.5",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7513,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
,Digital input I13+,BOOL,,="4.5",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7513.Digital_Input_I13,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
,Analog input I14+,INT,,="4.6",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7514,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
,Digital input I14+,BOOL,,="4.6",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7514.Digital_Input_I14,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
,Analog input I15+,INT,,="4.7",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7515,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
,Digital input I15+,BOOL,,="4.7",S2AA3_5,AI523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7515.Digital_Input_I15,436ebd53-d297-4925-a0ca-dbdca2f4ae7a,
//S2AA3_6 (AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3)
,Digital inputs C0 - C7,BYTE,,,S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
,Digital input C0,BOOL,,="2.0",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Digital_Input_C0,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
,Digital input C1,BOOL,,="2.1",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Digital_Input_C1,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
,Digital input C2,BOOL,,="2.2",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Digital_Input_C2,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
,Digital input C3,BOOL,,="2.3",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Digital_Input_C3,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
,Digital input C4,BOOL,,="2.4",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Digital_Input_C4,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
,Digital input C5,BOOL,,="2.5",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Digital_Input_C5,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
,Digital input C6,BOOL,,="2.6",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Digital_Input_C6,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
,Digital input C7,BOOL,,="2.7",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Digital_Input_C7,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
,Digital inputs C8 - C15,BYTE,,,S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7001,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
,Digital input C8,BOOL,,="3.0",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7001.Digital_Input_C8,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
,Digital input C9,BOOL,,="3.1",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7001.Digital_Input_C9,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
,Digital input C10,BOOL,,="3.2",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7001.Digital_Input_C10,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
,Digital input C11,BOOL,,="3.3",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7001.Digital_Input_C11,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
,Digital input C12,BOOL,,="3.4",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7001.Digital_Input_C12,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
,Digital input C13,BOOL,,="3.5",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7001.Digital_Input_C13,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
,Digital input C14,BOOL,,="3.6",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7001.Digital_Input_C14,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
,Digital input C15,BOOL,,="3.7",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7001.Digital_Input_C15,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
,Digital inputs C16 - C23,BYTE,,,S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7002,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
,Digital input C16,BOOL,,="4.0",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7002.Digital_Input_C16,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
,Digital input C17,BOOL,,="4.1",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7002.Digital_Input_C17,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
,Digital input C18,BOOL,,="4.2",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7002.Digital_Input_C18,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
,Digital input C19,BOOL,,="4.3",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7002.Digital_Input_C19,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
,Digital input C20,BOOL,,="4.4",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7002.Digital_Input_C20,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
,Digital input C21,BOOL,,="4.5",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7002.Digital_Input_C21,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
,Digital input C22,BOOL,,="4.6",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7002.Digital_Input_C22,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
,Digital input C23,BOOL,,="4.7",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7002.Digital_Input_C23,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
,Digital outputs C0 - C7,BYTE,,,S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,8000,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
qTLS_RetractRam1,Digital output C0,BOOL,-A3_6:2.0  C0 : =S2+T-K2 Trim/List/Skew Retract Ram 1,="2.0",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,8000.Digital_Output_C0,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
qTLS_RetractRam2,Digital output C1,BOOL,-A3_6:2.1  C1 : =S2+T-K4 Trim/List/Skew Retract Ram 2,="2.1",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,8000.Digital_Output_C1,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
qTLS_RetractRam3,Digital output C2,BOOL,-A3_6:2.2  C2 : =S2+T-K6 Trim/List/Skew Retract Ram 3,="2.2",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,8000.Digital_Output_C2,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
qTLS_RetractRam4,Digital output C3,BOOL,-A3_6:2.3  C3 : =S2+T-K8 Trim/List/Skew Retract Ram 4,="2.3",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,8000.Digital_Output_C3,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
qTLS_ExtendRam1,Digital output C4,BOOL,-A3_6:2.4  C4 : =S2+T-K3 Trim/List/Skew Extend Ram 1,="2.4",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,8000.Digital_Output_C4,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
qTLS_ExtendRam2,Digital output C5,BOOL,-A3_6:2.5  C5 : =S2+T-K5 Trim/List/Skew Extend Ram 2,="2.5",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,8000.Digital_Output_C5,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
qTLS_ExtendRam3,Digital output C6,BOOL,-A3_6:2.6  C6 : =S2+T-K7 Trim/List/Skew Extend Ram 3,="2.6",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,8000.Digital_Output_C6,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
qTLS_ExtendRam4,Digital output C7,BOOL,-A3_6:2.7  C7 : =S2+T-K9 Trim/List/Skew Extend Ram 4,="2.7",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,8000.Digital_Output_C7,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
,Digital outputs C8 - C15,BYTE,,,S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,8001,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
qTLS_LoadingValve,Digital output C8,BOOL,-A3_6:3.0  C8 : =S2+F-K10 Trim/List/Skew Loading Valve,="3.0",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,8001.Digital_Output_C8,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
qTestLoadcell1,Digital output C9,BOOL,-A3_6:3.1  C9 : =S2+A-K4A Test Loadcell 1,="3.1",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,8001.Digital_Output_C9,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
qTrolleyBypass,Digital output C10,BOOL,-A3_6:3.2 C10 : =S2+K-K5 TROLLEY BYPASS,="3.2",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,8001.Digital_Output_C10,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
qUnlock_CabinStairsGate2,Digital output C11,BOOL,-A3_6:3.3 C11 : =K+K-BG87 Unlock Cabin Entry Gate 2,="3.3",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,8001.Digital_Output_C11,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
qTL_Lock,Digital output C12,BOOL,-A3_6:3.4 C12 : =S2+S-X2:S108 Twistlock Lock Command,="3.4",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,8001.Digital_Output_C12,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
qBridgeOverload,Digital output C13,BOOL,-A3_6:3.5 C13 : =S2+H-K3 Bridge Overload,="3.5",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,8001.Digital_Output_C13,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
qHoistMotor1_Fan,Digital output C14,BOOL,-A3_6:3.6 C14 : =S2+H-K1M Fan Hoist Motor 1,="3.6",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,8001.Digital_Output_C14,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
qTL_Unlock,Digital output C15,BOOL,-A3_6:3.7 C15 : =S2+S-X2:S107 Spreader Twistlock Unlock,="3.7",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,8001.Digital_Output_C15,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
,Digital outputs C16 - C23,BYTE,,,S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,8002,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
qAirCon_Interlock,Digital output C16,BOOL,-A3_6:4.0 C16 : =S2+A-X2:R33 Interlock Airconditioner,="4.0",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,8002.Digital_Output_C16,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
qSpare_A3_6_O17,Digital output C17,BOOL,-A3_6:4.1 C17 :  Spare Output Prewired,="4.1",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,8002.Digital_Output_C17,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
qTLS_MotorOn,Digital output C18,BOOL,-A3_6:4.2 C18 : =S2+T-K0M Trim/List/Skew Motor On,="4.2",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,8002.Digital_Output_C18,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
qHMI_TouchscreenSupply,Digital output C19,BOOL,-A3_6:4.3 C19 : =S2+A-K3 Supply HMI Touchscreen,="4.3",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,8002.Digital_Output_C19,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
qSpreaderOn,Digital output C20,BOOL,-A3_6:4.4 C20 : =S2+S-K0M SPREADER ON,="4.4",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,8002.Digital_Output_C20,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
qExpandSpreader,Digital output C21,BOOL,-A3_6:4.5 C21 : =S2+S-X2:S121 Expand Spreader,="4.5",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,8002.Digital_Output_C21,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
qTrolleyHorn,Digital output C22,BOOL,-A3_6:4.6 C22 : =S2+A-K2 HORN ON TROLLEY,="4.6",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,8002.Digital_Output_C22,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
,Digital output C23,BOOL,,="4.7",S2AA3_6,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,8002.Digital_Output_C23,f55dfff7-9d54-4ef0-89e5-9accb5da83a9,
//S2AA3_7 (AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3)
,Digital inputs C0 - C7,BYTE,,,S2AA3_7,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000,499589a0-9ae1-483b-a3f4-c60870ee1306,
,Digital input C0,BOOL,,="2.0",S2AA3_7,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Digital_Input_C0,499589a0-9ae1-483b-a3f4-c60870ee1306,
,Digital input C1,BOOL,,="2.1",S2AA3_7,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Digital_Input_C1,499589a0-9ae1-483b-a3f4-c60870ee1306,
,Digital input C2,BOOL,,="2.2",S2AA3_7,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Digital_Input_C2,499589a0-9ae1-483b-a3f4-c60870ee1306,
,Digital input C3,BOOL,,="2.3",S2AA3_7,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Digital_Input_C3,499589a0-9ae1-483b-a3f4-c60870ee1306,
,Digital input C4,BOOL,,="2.4",S2AA3_7,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Digital_Input_C4,499589a0-9ae1-483b-a3f4-c60870ee1306,
,Digital input C5,BOOL,,="2.5",S2AA3_7,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Digital_Input_C5,499589a0-9ae1-483b-a3f4-c60870ee1306,
,Digital input C6,BOOL,,="2.6",S2AA3_7,DC523,AC500_PM592_ETH_V2_3\Extension_Bus\CM579_PNIO_A02\CM579_Master\S2AA3,7000.Digital_Input_C6,499589a0-9ae1-483b-a3f4-c60870ee1306,
